name,year,subtext,duration,genres,director,stars
The Grinch,2018,PG, 1h 30m,Animation & Family & Comedy & Fantasy,Yarrow Cheney & Scott Mosier,Benedict Cumberbatch & Rashida Jones & Kenan Thompson & Cameron Seely & Angela Lansbury & Pharrell Williams & Brad O'Hare & Ramone Hamilton & Sam Lavagnino & Scarlett Estevez & Tristan O'Hare & Michael Beattie & Scott Mosier & Lori Alan & Carter Hastings & Carlos Alazraqui & John Kassir & Doug Burch & Evan Kishiyama & Cathy Cavadini & Danny Mann & Tucker Chandler
How to Train Your Dragon 2,2014,PG, 1h 42m,Fantasy & Action & Adventure & Animation & Comedy & Family,Dean DeBlois,Jay Baruchel & Cate Blanchett & Gerard Butler & Craig Ferguson & America Ferrera & Jonah Hill & Christopher Mintz-Plasse & T.J. Miller & Kristen Wiig & Djimon Hounsou & Kit Harington & Kieron Elliott & Philip McGrade & Andrew Ableson & Gideon Emery & Simon Kassianides & Randy Thom
Inside Out,2015,PG, 1h 35m,Drama & Comedy & Animation & Family,Pete Docter,Amy Poehler & Phyllis Smith & Richard Kind & Bill Hader & Lewis Black & Mindy Kaling & Kaitlyn Dias & Diane Lane & Kyle MacLachlan & Paula Poundstone & Bobby Moynihan & Paula Pell & Dave Goelz & Frank Oz & Josh Cooley & Flea & John Ratzenberger & Carlos Alazraqui & Peter Sagal & Rashida Jones & Lori Alan & Gregg Berger & Aurora Blue & Veronika Bonell & Lola Cooley & John Cygan & Dani Dare & Andrea Datzman & Ronnie del Carmen & Pete Docter & Keith Ferguson & Tony Fucile & Mary Gibbs & Randy Hahn & Carter Hastings & Jacob Hopkins & Emma Hudak & Evan Hudak & Dara Iruka & Molly Jackson & Daniella Jones & Sophia Lee Karadi & Elissa Knight & Erik Langley & Dawnn Lewis & Sherry Lynn & Tony Maki & Mona Marshall & Laraine Newman & Bret 'Brook' Parker & Paula Pell & Nick Pitera & Phil Proctor & Murray Pearl Schaeffer & Patrick Seitz & Paris Van Dyke & James Kevin Ward & Jim Ward & Lennon Wynn & Dashell Zamm & Bob Bergen & Teresa Ganzel & Jess Harnell & Danny Mann & Mickie McGowan & Jan Rabson
To All the Boys I've Loved Before,2018,not available, 1h 39m,Comedy & Romance,Susan Johnson,Lana Condor & Noah Centineo & Janel Parrish & Anna Cathcart & Madeleine Arthur & John Corbett & Israel Broussard & Emilija Baranac & Trezzo Mahoro & Andrew Bachelor & Kelcey Mawema & Julia Benson & Joey Pacheco & Edward Kewin & June B. Wilde & Isabelle Beech & Hunter Dillon & Christian Michael Cooper & Rhys Fleming & Pavel Piddocke & Jeb Beach & Cameron Crosby & Yael Yurman & Jordan Burtchett
Under the Silver Lake,2018,R, 2h 19m,Crime & Thriller & Comedy & Drama & Mystery,David Robert Mitchell,Andrew Garfield & Riley Keough & Topher Grace & Jimmi Simpson & Riki Lindhome & Zosia Mamet & Callie Hernandez & Patrick Fischler & Don McManus & Summer Bishil & Luke Baines & Laura-Leigh & Sydney Sweeney & Grace Van Patten & Jeremy Bobb & Bobbi Salvör Menuez & David Yow & Wendy Vanden Heuvel & Stephanie Moore & Sky Elobar
Forrest Gump,1994,PG-13, 2h 22m,Comedy & Drama & Romance,Robert Zemeckis,Tom Hanks & Robin Wright & Gary Sinise & Mykelti Williamson & Sally Field & Michael Conner Humphreys & Hanna Hall & Haley Joel Osment & Siobhan Fallon Hogan & Afemo Omilami & Peter Dobson & Sonny Shroyer & George Kelly & Sam Anderson & Margo Moorer & Christopher Jones & Kevin Mangan & Brett Rice & Daniel C. Striepeke & David Brisbin & Kirk Ward & Marlena Smalls & Kitty K. Green & Mark Matheisen & Al Harrington & Joe Washington & Jed Gillin & Don Fischer & Matt Wallace & Mike Jolly & Michael Kemmerling & John Voldstad & Daniel J. Gillooly & Michael Burgess & Steven Griffith & Michael McFall & Byron Minns & Steve DeRelian & Bonnie Ann Burgess & Stephen Bridgewater & John William Galt & Isabel Rose & Richard D'Alessandro & Kevin Davis & Michael Jace & Geoffrey Blake & Vanessa Roth & Emily Carey & Dick Cavett & Tiffany Salerno & Marla Sucharetza & Joe Alaskey & Lazarus Jackson & Matt Rebenkoff & Nora Dunfee & Hallie D'Amore & Michael Mattison & Charles Boswell & Timothy McNeil & Bob Penny & Greg Brown & Troy Christian & Bryan Hanna & Zach Hanner & Aaron Michael Lacey & Jacqueline Lovell & Brendan Shanahan & William Shipman & Robb Skyler & Mary Ellen Trainor & Kurt Russell
A Simple Favor,2018,R, 1h 57m,Thriller & Crime & Mystery & Comedy & Drama,Paul Feig,Anna Kendrick & Blake Lively & Henry Golding & Andrew Rannells & Rupert Friend & Ian Ho & Joshua Satine & Paul Jurewicz & Roger Dunn & Dustin Milligan & Eric Johnson & Bashir Salahuddin & Linda Cardellini & Jason Oliveira & Danielle Bourgon & Patti Harrison & Ava LaFramboise & Jean Smart & Sarah Baker & Glenda Braganza & Zach Smadu & Andrew Moodie & Aparna Nancherla & Kelly McCormack & Gia Sandhu & Melissa O'Neil
Men in Black II,2002,PG-13, 1h 28m,Action & Adventure & Comedy & Science Fiction,Barry Sonnenfeld,Tommy Lee Jones & Will Smith & Rip Torn & Lara Flynn Boyle & Johnny Knoxville & Rosario Dawson & Tony Shalhoub & Patrick Warburton & Jack Kehler & David Cross & Colombe Jacobsen-Derstine & Peter Spellos & Michael Rivkin & Michael Bailey Smith & Lenny Venito & Howard Spiegel & Alpheus Merchant & Jay Johnston & Joel McKinnon Miller & Rick Baker & Martha Stewart & Michael Jackson & Nick Cannon & Jeremy Howard & Doug Jones & Biz Markie & Peter Graves & Linda Kim & Derek Mears & Tim Blaney & Derek Cecil & Sean Rouse & Peter Spruyt & Kevin Cotteleer & Marty Belafsky & Sid Hillman & Tom Whitenight & Andre Blair & Mary Stein & Martin Klebba & Denise Cheshire & Ernie Grunwald & Chloe Sonnenfeld & John Andrew Berton Jr. & William E. Jackson & Paige Brooks & Stephanie Kemp & Barry Sonnenfeld & Brooke Bennett & Michael Garvey & Michael Dahlen & Kevin Grevioux & Sonny Tipton & Philip Goodwin & Greg Ballora & Carl J. Johnson & Thom Fountain & Brad Abrell & Richard Pearson
My Hero Academia: Two Heroes,2018,PG-13, 1h 36m,Animation & Action & Comedy & Fantasy & Adventure,Kenji Nagasaki,Kenta Miyake & Daiki Yamashita & Mirai Shida & Nobuhiko Okamoto & Aoi Yuki & Yuuki Kaji & Ayane Sakura & Kaito Ishikawa & Katsuhisa Namase & Toshiki Masuda & Marina Inoue & Ryou Hirohashi & Kei Shindou & Tasuku Hatanaka & Rikiya Koyama
Wild Rose,2019,not available, 1h 41m,Music & Comedy & Drama,Tom Harper,Jessie Buckley & Sophie Okonedo & Julie Walters & Jamie Sives & James Harkness & Ashley Shelton & Kacey Musgraves
Home Alone 3,1997,PG, 1h 42m,Comedy & Family,Raja Gosnell,Alex D. Linz & Olek Krupa & Rya Kihlstedt & Lenny Von Dohlen & Scarlett Johansson & Seth Smith & Haviland Morris & David Thornton & Kevin Kilner & Marian Seldes & Christopher Curry & Baxter Harris & James Saito & Kevin Gudahl & Richard Hamilton & Neil Flynn & Tony Mockus Jr. & Pat Healy & James Chisem & Darwin Harris & Sharon Sachs & Joseph Luis Caballero & Freeman Coffey & Krista Lally & Adrianne Duncan & Larry C. Tankson & Jennifer A. Daley & Darren T. Knaus & Nick Jantz
Night at the Museum: Secret of the Tomb,2014,PG, 1h 37m,Adventure & Comedy & Fantasy & Family,Shawn Levy,Ben Stiller & Rami Malek & Rebel Wilson & Robin Williams & Owen Wilson & Dick Van Dyke & Rachael Harris & Ben Kingsley & Ricky Gervais & Mickey Rooney & Dan Stevens & Skyler Gisondo & Mizuo Peck & Bill Cobbs & Brennan Elliott & Steve Coogan & Patrick Gallagher & Andrea Martin & Alice Eve & Hugh Jackman & Crystal the Monkey & Anjali Jay & Brad Garrett & Regina Taufen & Matt Frewer & Percy Hynes White & Kerry van der Griend & Matthew Harrison & Jody Racicot & Randy Lee & Darryl Quon & Paul Chih-Ping Cheng & Matty Finochio & Patrick Sabongui & Amir M. Korangy & Louriza Tronco & Sophie Levy & Jin Sangha & James Neate & Greg LaSalle & Joey Naber & Rajia Baroudi & Kirk Baily & Ashley Peldon & Edita Brychta & Jacqueline Pinol & Robert Clotworthy & Neil Dickson & Moira Quirk & Robin Atkin Downes & Jean Gilpin & Alan Shearman & Jackie Gonneau & Nicholas Guest & Bridget Hoffman & Scott Whyte & Peter Lavin & Matthew Wolf & Lynnanne Zager
Despicable Me 2,2013,PG, 1h 38m,Animation & Comedy & Family,Pierre Coffin & Chris Renaud,Steve Carell & Kristen Wiig & Benjamin Bratt & Miranda Cosgrove & Dana Gaier & Elsie Fisher & Russell Brand & Ken Jeong & Steve Coogan & Moisés Arias & Nasim Pedrad & Kristen Schaal & Pierre Coffin & Chris Renaud & Vanessa Bayer & Ava Acres & Lori Alan & Jack Angel & Eva Bella & John Cygan & Debi Derryberry & Jess Harnell & Danny Mann & Mona Marshall & Mickie McGowan & Alec Medlock & Laraine Newman & Jan Rabson & Katie Silverman & Jim Ward & April Winchell & Bailey Gambertoglio & Sherry Lynn & Nickolai Stoilov & Georgia Cook & Mason McNulty & Andre Robinson & Casey Simpson & Claira Nicole Titman
Teenage Mutant Ninja Turtles,2014,PG-13, 1h 41m,Science Fiction & Action & Adventure & Fantasy & Comedy,Jonathan Liebesman,Megan Fox & Will Arnett & William Fichtner & Alan Ritchson & Noel Fisher & Pete Ploszek & Johnny Knoxville & Jeremy Howard & Danny Woodburn & Tony Shalhoub & Tohoru Masamune & Whoopi Goldberg & Minae Noji & Abby Elliott & Madison Mason & Derek Mears & Malina Weissman & Taran Killam & K. Todd Freeman & Paul Fitzgerald & Venida Evans & Mikal Vega & Harley Pasternak & Braeson Herold & Chance Kelly & Rick Chambers & Leyna Nguyen & Chris Wylde
Big Hero 6,2014,PG, 1h 42m,Adventure & Family & Animation & Action & Comedy,Chris Williams & Don Hall,Scott Adsit & Ryan Potter & Daniel Henney & T.J. Miller & Jamie Chung & Damon Wayans Jr. & Génesis Rodríguez & James Cromwell & Alan Tudyk & Maya Rudolph & Abraham Benrubi & Katie Lowes & Billy Bush & Daniel Gerson & Paul Briggs & Charlie Adler & Marcella Lentz-Pope & David Shaughnessy & Cam Clarke & Nicholas Guest & Terri Douglas & Tim Mertens & Yuri Lowenthal & Sundra Oakley & Brian R. Norris & Stan Lee & Shane Sweet & Frank Welker & David Cowgill & Kirk Baily & Charlotte Gulezian & Reed Buck & Roy Conli & Cooper Cowgill & Jackie Gonneau & Marlie Crisafulli & Bridget Hoffman & Kelly Hoover & Leah Latham & James Taku Leung & Yumi Mizui & Michael Powers & Lynwood Robinson & Josie Trinidad & Dan Howell & June Christopher
Ice Age: Dawn of the Dinosaurs,2009,PG, 1h 34m,Animation & Comedy & Family & Adventure,Carlos Saldanha,Ray Romano & John Leguizamo & Denis Leary & Queen Latifah & Simon Pegg & Seann William Scott & Karen Disher & Chris Wedge & Kristen Wiig & Eunice Cho & Harrison Fahn & Maile Flanagan & Jason Fricchione & Bill Hader & Kelly Keaton & Joey King & Lucas Leguizamo & Jane Lynch & Regan Mizrahi & Clea Lewis & Allegra Leguizamo & Josh Peck & Carlos Saldanha & Claudia Besso & Beatrice Miller & Christian Pikes & Avery Christopher Plum & Joe Romano & Manoela Scarpa Saldanha & Sofia Scarpa Saldanha & Cindy Slattery & Matt Adler & Steve Alterman & Anthony Amorim & Holly Dorff & Nicole Ehinger & David H. Kramer & Selenis Leyva & Matt McCarthy & David McCharen & Tim Nordquist & Devika Parikh & Alexandra Pisacane & Jake Schwencke & Amanda Scott & Johnathan Tchaikovsky & Pamala Tyson & June Christopher
Toy Story,1995,G, 1h 21m,Animation & Comedy & Family,John Lasseter,Tom Hanks & Tim Allen & Don Rickles & Jim Varney & Wallace Shawn & John Ratzenberger & Annie Potts & John Morris & Erik von Detten & Laurie Metcalf & R. Lee Ermey & Sarah Freeman & Penn Jillette & Sherry Lynn & Jack Angel & Spencer Aste & Greg Berg & Lisa Bradley & Kendall Cunningham & Debi Derryberry & Cody Dorkin & Gregory Grudt & Sam Lasseter & Brittany Levenbrown & Bill Farmer & Craig Good & Danielle Judovits & Scott McAfee & Ryan O'Donohue & Jeff Pidgeon & Patrick Pinney & Phil Proctor & Jan Rabson & Joe Ranft & Andrew Stanton & Shane Sweet & Nathan Lane & John Lasseter & Ernie Sabella
Ocean's Eight,2018,PG-13, 1h 51m,Crime & Comedy & Action & Thriller,Gary Ross,Sandra Bullock & Cate Blanchett & Anne Hathaway & Mindy Kaling & Sarah Paulson & Awkwafina & Rihanna & Helena Bonham Carter & Richard Armitage & James Corden & Dakota Fanning & Elliott Gould & Shaobo Qin & Marlo Thomas & Dana Ivey & Mary Louise Wilson & Elizabeth Ashley & Daniella Rabbani & Alexander Blaise & Charles Prendergast & Timothy Woods & Migs Govea & Gideon Glick & Richard Robichaux & Shannon Freyer & Nathanya Alexander & James Biberi & Midori Francis & Conor Donovan & Michael Gandolfini & Brian Anthony Wilson & Steven Hauck & David Gibson & Simon Feil & Suzanne Jaehne & Griffin Dunne & Nea Dune & Shade Rupe & Marko Caka & Frank Modica & Katrina E. Perkins & Candice A. Buenrostro & Bridget Gabbe & Amelie McKendry & Kenneth Maharaj & Abigail Rich & Marcos A. Gonzalez & Morgan Cohen & Rajeev Pahuja & Sophia Smith & Robbie DeRaffele & Jonathan Gregg & Samantha Cocozza & Annabelle Chow & George Walsh & Takako Haywood & Elizabeth Inghram & Bridget Russell Kennedy & Portia Backus & Emmy Elliott & Ronald Scott Maestri & Vitaly Andrew LeBeau & Chris Banks & Nathaniel Beal & John Buscemi & Dean Morris & Richard R. Corapi & D Ivery & Salvatore DiSanto & Stefan Ackermann & Oscar Pavlo & Michael D. Joseph & Cooper Carrell & Justin S Kirkland & Ashlee Renz-Hotz & Joshua Salvador & Angela Bilkic & Ana Valdes & Friday Chamberlain & Doris McCarthy & Adriana Lima & Alexander Wang & Anna Wintour & Common & Derek Blasberg & Gigi Hadid & Hailey Bieber & Heidi Klum & Jaime King & Katie Holmes & Kendall Jenner & Kim Kardashian & Kylie Jenner & Lauren Santo Domingo & Lily Aldridge & Maria Sharapova & Nina Cuso & Olivia Munn & Serena Williams & Sofia Richie & Waris Ahluwalia & Zac Posen & Charlotte Kirk & Faith Logan
The Devil Wears Prada,2006,PG-13, 1h 49m,Comedy & Drama & Romance,David Frankel,Anne Hathaway & Meryl Streep & Emily Blunt & Stanley Tucci & Simon Baker & Adrian Grenier & Tracie Thoms & Rich Sommer & Daniel Sunjata & David Marshall Grant & Rebecca Mader & Gisele Bündchen & Heidi Klum & Alyssa Sutherland & Ines Rivero & Stephanie Szostak & Ivanka Trump & Tibor Feldman & James Naughton & Colleen Dengel & Suzanne Dengel & Valentino Garavani & Bridget Hall & Jennifer Perito
Crazy Rich Asians,2018,PG-13, 2h 1m,Comedy & Drama & Romance,Jon M. Chu,Constance Wu & Henry Golding & Michelle Yeoh & Gemma Chan & Lisa Lu & Awkwafina & Harry Shum Jr. & Ken Jeong & Sonoya Mizuno & Chris Pang & Jimmy O. Yang & Ronny Chieng & Remy Hii & Nico Santos & Jing Lusi & Carmen Soo & Pierre Png & Fiona Xie & Victoria Loke & Janice Koh Yu-Mei & Amy Cheng & Chieng Mun Koh & Tan Kheng Hua & Constance Lau & Selena Tan & Kris Aquino & Peter Carroll & Jasmine Chen & Daniel Jenkins & Kina Kasuya Grannis & Jessica Galetti & Charles Grounds & Marcus Mok & Shuhei Kinoshita & Tumurbaatar Enkhtungalag & Russell Wong
Madura Raja,2019,UA, 2h 30m,Action & Comedy & Family & Thriller,Vysakh,Mammootty & Jai & Siddique & Vijayaraghavan & Nedumudi Venu & Salim Kumar & Suraj Venjaramoodu & Kalabhavan Shajon & Charan Raj & Anna Reshma Rajan & Anusree Nair & Shamna Kasim & Jagapati Babu & Mahima Nambiar & Ashish Vidhyarthi & Atul Kulkarni & Ramesh Pisharody & Dharmajan Bolgatty & Bala & Aju Varghese & Bijukuttan & Manikuttan & Vinaya Prasad & Sunny Leone
The Mask,1994,PG-13, 1h 41m,Romance & Comedy & Crime & Fantasy,Chuck Russell,Jim Carrey & Cameron Diaz & Nancy Fish & Tim Bagley & Johnny Williams & Peter Riegert & Peter Greene & Amy Yasbeck & Richard Jeni & Orestes Matacena & Anne Fletcher & Reg E. Cathey & Jim Doughan & Denis Forest & Jeremy Roberts & Ben Stein
Wreck-It Ralph,2012,PG, 1h 41m,Family & Animation & Comedy & Adventure,Rich Moore,John C. Reilly & Sarah Silverman & Jack McBrayer & Jane Lynch & Alan Tudyk & Mindy Kaling & Joe Lo Truglio & Ed O'Neill & Dennis Haysbert & Adam Carolla & Horatio Sanz & Rich Moore & Edie McClurg & Jess Harnell & Rachael Harris & Skylar Astin & Katie Lowes & Jamie Elman & Josie Trinidad & Cymbre Walk & Phil Johnston & Stefanie Scott & John DiMaggio & Raymond S. Persi & Brian Kesinger & Martin Jarvis & Tucker Gilmore & Brandon Scott & Tim Mertens & Maurice LaMarche & Roger Craig Smith & Kyle Hebert & Reuben Langdon & Gerald C. Rivers & Kevin Deters & Jamie Sparer Roberts & Ava Acres & Isabella Acres & Bob Bergen & David Boat & Mike Carlsen & Reed Buck & David Cowgill & Jim Cummings & Debi Derryberry & Terri Douglas & Sandy Fox & Eddie Frierson & Earl Ghaffari & Emily Hahn & Jennifer Hale & Daniel Kaz & Dave Kohut & Lauren MacMullan & Mona Marshall & Scott Menville & Laraine Newman & Paul Pape & Lynwood Robinson & Trenton Rogers & Jadon Sand & Kath Soucie & April Stewart & Fred Tatasciore & Jennifer Christine Vera & Elizabeth Daily & Will Deters & Tyler Ganus
The Spy Who Dumped Me,2018,R, 1h 57m,Action & Comedy,Susanna Fogel,Mila Kunis & Kate McKinnon & Justin Theroux & Sam Heughan & Lolly Adefope & Dustin Demri-Burns & Hasan Minhaj & Mirjam Novak & Kev Adams & Gillian Anderson & Ivanna Sakhno & Jane Curtin & Paul Reiser & Fred Melamed & James Fleet & Carolyn Pickles & Tom Stourton & Ruby Kammer & Genevieve McCarthy & Gyula Mesterházy & Lívia Hábermann & Hugo Bolton & Tamás Szabó Sipos & Ólafur Darri Ólafsson & Justine Wachsberger & Kevin Ezekiel Ogunleye & David Iserson & Roderick Hill & Nicholas Wittman & László Áron & Ágnes Bánfalvy & Blanka Györfi-Tóth & Barnabás Réti & András Velkov & Anita Anand & Attila Árpa & Peter Schueller & Vilma Szécsi & Patrícia Tary & Carolyn Cicalese & Hanna Milovits & Rebeka Eva Cook & Bettina Csipszer & Ivett Diána Bukovinszki & Kevin D Wilson & Kornelia Horvath & Maria Z. Wilson & Noelle Loizos & Ernst-Marcus Thomas & Hélène Cardona
The Favourite,2018,R, 2h 0m,Drama & History & Comedy,Yorgos Lanthimos,Olivia Colman & Emma Stone & Rachel Weisz & Nicholas Hoult & Joe Alwyn & Mark Gatiss & James Smith & Jenny Rainsford & Emma Delve & Faye Daveney & Paul Swaine & Jennifer White & Lilly-Rose Stevens & Denise Mack & Willem Dalby & Edward Aczel & Carolyn Saint-Pé & John Locke & Everal Walsh & Timothy Innes & Basil Eidenbenz & James Melville & Declan Wyer & Anthony Dougall & Ben English & Peter Brookes & Wilson Radjou-Pujalte & Gavin Henderson & Callum Lewin & Liam Fleming & Angela Hicks & Martin Pemberton
The Heat,2013,R, 1h 57m,Action & Comedy & Crime,Paul Feig,Sandra Bullock & Melissa McCarthy & Demián Bichir & Marlon Wayans & Michael Rapaport & Jane Curtin & Spoken Reasons & Dan Bakkedahl & Taran Killam & Michael McDonald & Thomas F. Wilson & Tony Hale & Kaitlin Olson & Andy Buckley & Joey McIntyre & Michael Tucci & Bill Burr & Nate Corddry & Jessica Chaffin & Jamie Denbo & Ben Falcone & Steve Bannos & Zach Woods & Katie Dippold & William Ambrose Kennedy & John Franchi
Pirates of the Caribbean: Dead Men Tell No Tales,2017,PG-13, 2h 9m,Adventure & Action & Fantasy & Comedy,Espen Sandberg & Joachim Rønning,Johnny Depp & Brenton Thwaites & Kaya Scodelario & Javier Bardem & Geoffrey Rush & Kevin McNally & Stephen Graham & David Wenham & Golshifteh Farahani & Orlando Bloom & Martin Klebba & Angus Barnett & Adam Brown & Danny Kirrane & Giles New & Delroy Atkinson & Paul McCartney & Keira Knightley & Anthony De La Torre & Lewis McGowan & Juan Carlos Vellido & Rodney Afif & Bruce Spence & Zoe Ventoura & James Mackay & Brooke Chamberlain & Alexander Scheer & Goran D. Kleut & Wassim Hawat & Ben O'Toole & Finn Ireland & Nico Cortez & James Fraser & Derani Scarr & Robert Morgan & Goran D. Kleut & Mahesh Jadu & Travis Jeffery & Akos Armont & Sean Lynch & Ben O'Toole & Akshay Caplash & Rafael Torrijos & Mivon Prince-Leyva & Michael Dorman & Rohan Nichol & Rupert Raineri & Stephen Lopez & Richard Piper & Justin Smith & John Leary & Bryan Probets & Ken Radley & Hannah Walters & Jonathan Elsom & K. Todd Freeman & James Lawson & Darcy Laurie & Jessica Green & Haley Madison & Kiara Freeman & Piper Nairn & Suzanne Dervish-Ali & Donnie Baxter & Winnie Mzembe & Christie-Lee Britten & Mollie McGregor & Sophia McGregor & Jacob Elordi
Despicable Me,2010,PG, 1h 35m,Animation & Family & Comedy,Pierre Coffin & Chris Renaud,Steve Carell & Jason Segel & Russell Brand & Julie Andrews & Will Arnett & Kristen Wiig & Miranda Cosgrove & Dana Gaier & Elsie Fisher & Pierre Coffin & Chris Renaud & Jemaine Clement & Jack McBrayer & Danny McBride & Mindy Kaling & Rob Huebel & Ken Jeong & Ken Daurio & Scott Menville & Holly Dorff & Al Rodrigo & Wendy Hoffman & John Hans Tester & James Kyson & Charles Bright & Katie Leigh & Ranjani Brow & Edie Mirman & Jackie Gonneau & Jakob Roston & Tony Lee & Debi Mae West & Mikaila Baumel
De Pernas Pro Ar 3,2019,not available, -,Comedy,Julia Rezende,Ingrid Guimarães & Bruno Garcia & Duda Batista & Vincent Mangado & Cláudia Mauro & Eduardo Mello & Stepan Nercessian & Samya Pascotto & Maria Paula & Cristina Pereira & Denise Weinberg
Goosebumps,2015,PG, 1h 43m,Adventure & Horror & Comedy,Rob Letterman,Jack Black & Dylan Minnette & Odeya Rush & Amy Ryan & Ryan Lee & Jillian Bell & Halston Sage & Ken Marino & Timothy Simons & Amanda Lund & Steven Krueger & Keith Arthur Bolden & Karan Soni & R.L. Stine & Caleb Emery & Gabriela Hernandez & Nate Andrade & Sheldon Brown & Melissa Brewer & Marshall Choka & Melissa Cowan & John Deifer & Everett Dixon & Brian Gabriel & Kevin Galbraith & Maryann Gorka & Clare Halstead & Devin Hampton & Rory Healy & Drew Lamkins & Vivian Kyle & Charlie Leach & Katie Lumpkin & Larry Mainland & Lucky Mangione & Justin Natic & Josh Phillips & Mickie Pollock & Steve Quinn & Ashleigh Jo Sizemore & Jeff Tenney & Jennifer Trudrung & Ashton Lee Woolen & Coleman Youmans & E. Roger Mitchell & Jason Davis & Ella Wahlestedt
Brave,2012,PG, 1h 33m,Animation & Adventure & Comedy & Family & Action & Fantasy,Brenda Chapman & Mark Andrews,Kelly Macdonald & Billy Connolly & Emma Thompson & Julie Walters & Robbie Coltrane & Kevin McKidd & Craig Ferguson & Peigi Barker & Steve Purcell & Patrick Doyle & John Ratzenberger & Sally Kinghorn & Eilidh Fraser & Steven Cree & Callum O'Neill
Isn't It Romantic,2019,not available, 1h 29m,Comedy & Fantasy & Romance,Todd Strauss-Schulson,Rebel Wilson & Adam Devine & Liam Hemsworth & Priyanka Chopra & Betty Gilpin & Brandon Scott Jones & Jennifer Saunders & Alex Kis & Big Jay Oakerson & Rao Rampilla & Marcus Choi & Hugh Sheridan & Luciano Acuna Jr. & Raymond Anthony Thomas & Zach Cherry & Sandy Honig & Rosemary Howard & Ron Nakahara & Shyrley Rodriguez & Dean Neistat & Tom Ellis & Trevor Kuhn & Michelle Buteau & Lorrie Odom & Joe Towne & Esteban Benito & Joseph R. Sicari & Shonali Bhowmik & Sawandi Wilson & Seth Barrish & Bowen Yang & Alana Da Fonseca & Eugenia Kuzmina & Doris McCarthy & Jacqueline Honulik & Nora Sommerkamp & Scott Eliasoph & Marmee Regine Cosico & Stacey Alyse Cohen & Faith Logan
